4000 30000
2817 2981 919686
476 1530 637941
41 3722 789723
505 2168 680452
1070 2456 829954
182 942 207438
1477 1908 592548
659 3283 364870
2768 3819 19747
543 1188 842867
974 3359 105847
186 660 975728
2954 3907 703768
677 2427 952272
1129 3496 323080
437 3083 167613
1913 2873 65520
1547 3773 974530
643 1717 37649
391 2904 106191
229 3610 457902
1241 1810 706087
194 1538 666346
870 1307 108772
1931 1998 4619
1363 1432 281055
656 976 719319
429 2848 184865
1071 1730 126933
1813 3379 333837
1775 1923 338417
3584 3825 27657
1121 2264 72202
610 2779 229071
1062 1734 211420
2353 2424 849203
3400 3760 349859
2599 3079 822287
296 329 147709
59 3230 345874
1419 1981 259648
2157 3836 511231
421 3846 592703
48 1030 691482
1472 2764 792543
892 1468 735318
1228 2096 171069
307 658 681668
1306 2594 274348
887 2655 470406
529 2305 408739
177 2492 30895
2337 3760 75667
464 2737 693049
208 298 508164
841 1099 525631
511 3546 59210
3581 3852 311868
1249 2797 501173
1804 3597 754059
2332 2355 920715
2861 3094 339558
1990 2620 521895
2009 3435 88983
3058 3732 237190
924 3222 210640
854 1435 858538
64 1015 530741
284 2615 565890
1809 2563 111693
917 3868 30376
363 935 65236
494 2704 760208
712 2741 191642
3724 3770 567374
1266 2991 196297
196 3906 330083
260 2444 623449
895 1538 758063
2704 3428 40977
2923 3121 426246
1497 3858 322608
703 3086 793663
3294 3443 882374
2936 3518 798143
783 2662 565486
688 2960 193681
1395 3484 258292
845 1021 71187
448 3260 649890
238 3920 264812
1416 2836 353021
501 1444 737723
146 3107 973517
1833 3082 633034
329 1743 469816
1054 1815 210856
2449 3848 714691
2141 3645 995711
1680 2904 652510
3141 3922 280429
1086 1976 426196
2108 3771 155049
183 3229 227194
1062 1701 834275
1390 3087 576370
1256 3556 649775
464 3403 384575
1895 3155 404219
2866 3574 983123
3495 3728 678615
157 581 400591
2353 3040 20713
1402 3222 816294
597 1274 669707
713 3224 379096
2320 3946 59003
1722 2783 870405
1937 2297 104300
1154 2517 348225
881 1992 252072
607 1389 80652
93 1550 736043
1847 2264 923264
2795 2910 164890
617 2018 93954
65 2316 180273
37 3068 151055
1825 2685 237343
1201 2125 434848
2703 3544 396080
151 2775 401468
1700 3779 909912
315 3822 43758
3224 3438 546552
192 328 768922
256 2634 287237
2907 3323 267625
1148 2314 578309
3624 3657 139862
2326 2857 935405
1452 2937 643555
405 1230 697607
1051 2670 118273
489 2428 205497
981 1168 178040
2255 3802 382296
1492 3060 393618
1117 1374 115117
1382 3426 651093
239 3288 349770
2694 3527 463222
284 2601 588451
560 2953 977854
1380 2834 554694
683 2712 213
966 2723 408366
1019 2457 959426
2990 3925 837151
2107 3351 278884
1552 2990 719474
2035 3323 555001
988 2545 703284
1547 3348 590588
380 1554 227967
248 1062 194679
814 3785 259644
1155 1180 226453
144 958 846377
2461 2603 214079
154 1346 469421
1172 3476 31455
525 2372 92794
161 2072 318341
2749 3625 342720
225 2717 404134
1038 1748 164270
1392 2569 5424
197 3527 837568
1987 2575 292170
1006 3684 20323
1208 2427 888151
1732 2235 842522
1893 3029 504593
993 1722 368570
443 3709 472794
929 1808 850183
1199 3552 392751
2623 3748 92629
191 2674 786968
713 3680 271003
1037 2458 264210
692 1188 354294
62 73 244538
656 1794 525530
1578 2588 941591
2372 3516 687398
714 907 538949
2010 3689 722697
2640 3879 117722
592 1960 905401
1315 1980 104211
1526 3519 712902
172 3580 373326
587 1062 371120
2164 2592 81707
535 887 909223
1793 3934 534288
3235 3803 445976
1932 2794 998207
7 1105 483150
1408 2419 921129
296 1971 232999
467 2874 744930
200 1880 961517
472 3672 284032
1358 1380 668919
1291 2955 999063
526 1595 667217
2809 3924 282362
2131 2815 631466
575 1281 501885
2545 2762 190532
113 1770 535351
1043 2322 297230
1993 2560 518053
2945 3724 139411
216 3030 848701
625 3631 217578
548 2849 968739
1563 3030 703553
310 1030 876479
3267 3423 75376
1799 3535 13145
577 1502 95818
2733 3489 178163
786 2785 858238
197 3000 45268
1251 2630 306244
1830 2829 570791
3393 3568 869820
774 3474 686481
392 3953 458255
2542 3681 901789
44 827 794717
997 2776 98557
3160 3913 97341
110 1399 976340
1712 3019 767322
540 1263 137503
54 460 369247
285 2226 94020
237 1059 362763
3314 3918 333305
1096 1455 573700
172 2444 348475
1604 2730 724739
71 3354 809200
764 2372 966911
438 3634 931803
39 1941 156262
2616 3541 376546
1561 3674 469134
677 3339 509403
793 1982 26850
1316 3682 117294
397 509 958897
820 1248 442602
1935 2801 580973
1712 2372 712958
664 1515 892996
204 1777 539963
2117 2675 823988
2793 3810 203326
1126 1565 612470
416 807 846137
1667 1710 486534
959 3266 147353
2066 3561 321287
886 3778 292010
1292 1844 197025
3192 3421 889229
2447 3155 11697
2256 3143 410841
173 2821 419966
588 3291 612772
1428 2297 886790
314 3607 934055
3519 3667 80121
404 1306 808250
1668 2247 533893
1790 2694 929665
275 1296 372112
324 790 846719
3165 3610 862891
3131 3252 447478
255 1031 234126
1345 3045 181732
1363 1452 249250
1925 3021 534005
1040 2175 232603
85 421 754392
359 2086 672039
1034 2198 776828
198 918 788437
3680 3809 352040
3640 3934 281071
2118 3330 94767
203 782 424129
1805 3058 139501
1585 3811 16541
414 2005 768625
90 3159 801336
2640 3198 126369
27 3909 670919
816 3717 338598
1209 3708 774884
1826 2632 350213
1399 2028 31346
1880 3832 898404
1382 3994 275988
408 2275 697992
3252 3918 610433
588 3115 869072
3310 3493 836980
661 2229 377049
827 1869 453108
500 3711 782933
2250 2277 97312
129 1623 129144
379 1862 445137
136 367 277896
2711 3740 381813
327 1145 945280
2569 3636 228772
2216 3902 569784
1303 3395 287652
2411 3457 212503
1697 1733 922752
3009 3708 358881
86 505 693094
453 1995 425582
243 3515 841321
1011 2057 257999
3580 3689 801987
461 3833 144202
1135 2598 655948
2250 3897 79405
1945 3106 797489
954 1858 325196
1091 1810 593634
2538 3804 362438
47 120 845952
1441 2455 170963
2143 3792 722894
1779 2955 338726
1552 1982 428212
154 2282 444460
1687 3259 170405
1468 3529 219710
1077 2559 721519
1096 2711 637323
1501 1567 277721
3359 3454 508175
2769 3150 306669
929 1663 385623
741 3262 347527
1305 1543 963680
1765 3582 962938
522 3110 784405
186 232 303315
1752 3249 212762
749 3427 938328
554 1500 837686
2027 3322 168836
696 1336 733764
2076 2671 709377
2198 3732 718919
1497 1878 874500
1168 2370 489961
1926 2602 890499
705 1241 669747
131 2004 222847
332 1982 879401
8 2019 326722
1055 3207 804058
1323 3725 166485
2275 2700 842217
152 1971 792065
824 1672 186434
2785 3597 245035
837 1636 722091
3192 3383 222221
2583 3524 88554
1894 1984 796561
1058 1100 201967
1468 2774 657692
1473 3954 543966
2523 3443 824469
266 2588 978492
1022 3403 274088
1038 2410 530925
501 773 478116
3075 3355 53991
1690 3629 96236
543 2747 773687
215 2510 336460
520 554 493932
872 3042 997727
1694 1981 722344
186 3002 674098
1763 2275 227136
1552 2616 600260
20 1690 983614
1670 2364 805655
2564 2600 360401
288 1426 967
748 2331 377486
3033 3203 364879
1112 1248 238859
1433 3456 702213
59 1907 999975
1043 1962 886942
1655 2334 552631
1049 1269 634653
3276 3648 929568
287 3677 122993
997 1387 905324
771 2483 336878
1882 3715 242125
1689 2574 115909
1139 3595 232320
989 1115 638633
57 2643 812966
263 1041 358366
46 3890 822014
1614 3567 526652
563 608 292390
2284 3397 613160
3111 3162 519393
1639 2037 733434
1548 3175 929380
641 2220 850721
854 1050 97715
2090 2172 653978
539 2487 874219
100 2905 569785
1059 1909 290699
2300 3342 414448
2855 3460 789558
493 3206 203946
640 2393 327121
612 2020 708113
741 1465 201162
2457 3989 391603
527 787 914089
3006 3783 214541
1144 1691 899599
195 3990 907293
2643 3802 58147
554 3007 110640
500 3998 697032
2369 3973 565995
87 3462 323460
1249 2270 847800
1205 3408 948326
2765 3294 512460
1835 3908 34150
455 1787 838492
1080 3097 22293
3579 3650 137651
150 2219 918000
122 3603 776368
560 1599 79829
1411 1809 442450
1211 3365 1857
1889 2658 148622
845 2349 968881
851 2631 753335
62 3343 432784
1636 3640 280433
2211 3639 532934
1639 2165 517408
115 2360 941967
1877 2541 524127
992 3087 655491
1327 2849 766501
27 3823 555345
705 878 954327
220 2392 870740
2208 3176 846379
2198 3962 540941
896 3837 651458
2196 2304 227572
272 736 625449
399 2079 692887
243 928 894566
1102 2744 226592
2089 2158 239469
550 768 288041
77 3508 878248
38 2239 180445
934 3533 112633
2991 3589 451180
2563 3860 792268
364 611 578346
1205 1604 327625
170 3948 188727
2388 2762 646884
2584 3155 971785
2625 3014 79862
1225 1252 284251
1136 2022 601536
126 2656 549125
1836 3041 585336
2456 3756 717946
803 1359 635150
428 1528 103449
642 1507 161836
392 3225 797342
177 2201 364355
391 3425 741959
643 1446 471094
453 2179 719572
2641 3304 198612
641 1096 82719
1898 2939 32078
2442 2678 973957
184 1891 618598
80 927 238174
1104 1422 604374
1846 2130 628150
89 2488 973596
1019 3535 302400
322 3107 33040
1314 2071 474136
605 791 720385
869 3046 583062
1288 2826 283598
1367 1777 952524
3141 3951 77979
326 1270 739825
476 1358 222312
892 2424 159682
351 825 552004
2217 2421 533669
353 3211 306273
431 1091 537670
153 3257 814958
103 1385 332676
628 1335 371816
1660 2959 813085
2488 2784 914794
1263 1449 148038
1131 2087 232388
304 1487 882808
1008 3157 698371
1782 2098 194801
2603 3453 862409
2705 2763 319793
3439 3684 805128
2643 3608 439139
1045 1426 849978
3226 3840 11241
357 3878 741679
618 1843 74334
1351 3426 483342
1797 3133 721791
599 2937 856393
1699 3360 203450
1489 3154 199133
634 1096 954127
2493 3773 691905
1752 2332 151130
1345 2561 491486
3024 3178 297681
1359 2955 587031
1053 1104 698515
1702 2844 653451
1061 3238 299501
566 3040 452990
1199 2173 518437
653 972 308929
558 3075 255612
419 3688 990172
3527 3794 777701
1152 1208 984656
591 2204 825759
1048 3107 495812
637 910 857224
412 3676 229790
1402 2200 451340
2852 3839 444663
1121 3409 576089
733 3449 340507
2906 2975 28653
534 959 165804
1124 1967 784360
582 3726 89759
1492 3890 938395
1467 1903 566422
3257 3656 172973
2949 3846 712177
966 3613 359585
1699 3702 815385
562 956 54711
1215 1914 375244
3371 3881 396720
3731 3958 301301
200 1842 775144
589 1666 85046
1274 3011 233053
222 337 704899
186 514 325864
451 3888 867914
801 3837 321221
2015 2548 947135
1737 2145 279367
1820 2865 143676
518 3661 35875
15 250 329540
1413 3612 770813
2467 3948 327387
461 3366 927572
912 1582 663811
748 1849 876611
3070 3647 110977
2143 2557 532714
1007 2276 442533
1877 1953 930193
1891 2180 966794
73 3303 602406
2121 2886 526353
1838 2625 450814
2198 3420 251725
1620 2009 260824
689 2621 532822
1598 3246 442965
1521 2664 904323
1197 3825 734551
2005 3743 192441
2429 2537 912096
943 1666 126568
291 3297 24406
2463 2488 964177
848 2540 813796
3364 3820 894484
538 1770 186081
433 3503 967954
179 1982 383778
1724 2730 502134
612 3524 168914
1555 3972 638580
1203 2540 754870
2946 3665 961709
2556 3475 406556
1271 2271 998728
108 2808 816497
2189 2311 908929
2489 2495 234910
1570 2626 240985
1093 1112 377597
1064 2027 247151
607 3604 408705
2901 3477 796721
1538 2376 179276
94 3998 333546
105 2822 792353
2646 3671 515015
601 1140 405855
3765 3863 199425
849 877 604517
2446 2903 49581
1949 3861 177536
2654 3337 496436
1226 3375 3163
1319 2651 995161
197 493 399617
163 902 886262
1115 3918 455754
978 1773 975518
1550 1826 496746
623 2068 672000
1 2571 139860
1224 1537 171548
950 2325 728773
1489 3600 734444
148 1002 187288
619 1401 903802
1670 3234 792917
2988 3795 605894
1344 2858 100071
3411 3957 136693
3411 3957 479263
170 1299 52838
70 3624 137787
1196 1464 429738
2465 3992 262237
3280 3435 427637
2668 3434 957307
351 1655 257101
513 2597 526444
469 3020 886207
777 3713 385969
1298 3328 203268
518 1368 867243
2657 2915 864706
395 2906 707170
2537 2984 310604
1970 2622 561272
281 2673 431278
1269 1734 896142
289 530 968962
353 2737 838091
33 1059 643388
679 902 589107
3559 3922 404021
305 628 855278
150 3289 613814
1910 2754 616136
378 2542 138808
9 275 304076
151 804 244716
1466 3893 97421
951 3557 857805
1981 2945 578706
405 1902 914264
426 2881 326921
3030 3705 46209
1871 2135 16118
2007 2513 743011
815 2873 451285
1244 3375 216440
840 2312 408332
396 3733 445634
1538 3693 531614
97 597 49867
874 3213 348747
930 2134 651776
343 3153 785911
813 1159 828775
2326 3824 211647
3109 3569 347021
1880 3550 720213
234 1965 136608
2221 3502 788652
450 2187 749100
55 3663 421974
802 1796 695255
579 2139 666407
2842 2951 951566
2775 3617 722243
2235 3616 249811
2136 2989 328042
2722 3202 54358
163 942 770212
1167 3128 570661
2268 3182 886323
336 594 44119
1266 3849 606609
107 2257 589911
75 2175 737037
42 418 15624
2581 3030 125759
2584 2975 24832
1334 3098 125773
264 3546 509253
2207 2531 708786
883 3124 73121
1354 3325 770386
1933 3963 102844
107 2226 382918
876 3264 854959
2888 3808 382341
999 2782 685276
467 1832 900373
364 3957 332636
1210 2923 247519
2349 3805 550642
1510 3470 486318
1824 2209 688250
49 1405 624356
324 3664 49583
2551 3635 697390
2328 3902 928524
1733 3604 280990
2041 3977 557706
614 3603 296628
133 1951 416784
1772 3127 962293
1798 3980 56116
1385 2048 288164
2060 2757 428180
340 2046 942730
374 2083 506631
329 2607 144715
306 3949 982756
1271 2007 562710
1755 2635 560660
1233 3419 82431
2064 3030 414763
1430 2180 660499
186 2697 718910
877 2877 444955
1959 2959 253680
943 1917 830361
1658 2218 42666
576 766 772288
3211 3476 750394
488 2981 527626
1045 2920 623008
2035 3576 208437
2272 2886 424622
1500 1796 353850
3103 3459 177161
401 1136 339429
2410 3497 121646
2515 3528 114222
2803 3355 613784
195 1549 520764
1175 3114 830160
535 1500 81736
385 972 596359
1946 2532 285859
1634 3797 125669
958 2769 622421
387 2265 437182
779 2386 69061
960 3933 80768
1481 3096 32962
212 3008 524427
2373 3542 969926
461 866 62662
820 2811 5193
2959 3031 758826
268 1052 93595
1007 3473 356211
1008 3392 72990
703 2069 565274
2837 3798 67107
9 3799 106114
226 2733 821655
2152 3193 454872
365 814 397683
2007 3747 36641
799 1186 65261
271 3133 790267
1278 3344 366010
686 3699 906712
1961 2535 58861
1068 2334 343221
2911 3534 589954
1063 1541 913498
414 2228 393862
587 2097 349609
1772 3090 906407
703 904 203029
599 2970 676659
980 1285 396357
3597 3692 959243
1016 2905 881928
549 2127 688839
81 2089 866253
1579 2502 960480
950 3794 9418
392 1403 255541
162 1094 308796
64 3543 525395
554 1395 494679
1263 1439 814627
343 507 519642
2435 2469 232190
2549 3274 290278
480 1527 665132
273 2360 238081
130 2027 594824
2540 3672 284270
468 2434 96685
2215 2988 398079
250 1246 611517
1108 3873 795860
3515 3895 810680
3168 3705 729581
1047 2336 466060
3758 3820 446684
2253 3887 21062
1078 3558 95601
378 1348 422386
2033 2592 645373
464 3838 709975
62 3982 575434
194 3577 607328
2874 3633 10848
455 2320 135894
2139 2867 492003
392 1903 55889
1821 2965 115799
2918 3168 980528
1305 1552 175471
2015 3030 711660
1357 2348 403722
792 2893 287650
472 1767 79282
2573 3320 617954
1792 3566 536092
3569 3694 620835
2659 3811 950655
1576 3962 326174
490 3232 327725
2262 3961 386092
3622 3970 112791
761 3696 303684
1233 3346 285802
904 2980 272374
470 934 762165
38 1379 718211
200 2214 128869
161 1222 638796
650 3396 154028
963 3474 352641
936 1566 944610
631 2709 21723
328 2393 191307
195 3307 464210
241 922 492679
1619 3439 285069
184 1650 897268
1405 2519 961429
801 1668 974430
48 274 595392
689 2191 568679
899 1651 781661
3374 3644 521988
2681 3838 385295
759 3244 989535
198 3923 903505
992 1847 231688
718 2261 957445
42 2737 374245
2472 2784 358870
2217 3824 297412
1826 2896 302662
910 1200 678305
232 2898 710143
545 3475 186901
2432 3750 903450
741 1937 545297
1978 3353 790366
3394 3423 761102
2020 2218 644237
434 890 276060
2654 3681 633885
590 1316 739436
3622 3840 784020
384 1765 231846
1018 2816 575595
469 1104 616688
2118 3081 252392
836 2503 444138
874 1938 166355
1763 2175 530788
416 2587 138820
824 2084 255762
613 1705 919953
633 3821 336
831 838 35503
779 1658 412607
1819 3775 396039
610 2211 426894
2349 2899 395767
704 1425 177882
363 3844 70649
1187 3017 376732
1799 2779 774436
2783 3084 490256
3772 3965 227446
1095 3276 373103
235 2913 505230
274 1476 414191
3520 3824 377442
880 3288 522866
1075 1522 675581
171 443 436767
904 3221 94917
2656 3692 434051
2301 2428 686015
1703 2099 459110
2289 3202 886374
784 2562 703849
2434 3328 872025
770 1721 557256
3594 3988 290330
3569 3764 242773
688 1019 670345
1063 3957 9353
2008 3363 743780
376 1461 425482
1014 3838 16122
2150 2212 879035
1477 2414 957468
2439 2598 163540
47 2937 675133
2729 2858 562897
1502 3545 236267
200 3502 953329
1553 1861 237043
1685 2236 798503
2073 3519 559869
637 3641 510018
2676 3050 95846
145 1840 694795
1886 3685 829731
614 3171 692588
2420 2468 236485
2687 3019 556338
17 923 86198
1060 2607 28434
2477 3916 874858
137 2117 511846
792 2507 126895
1288 2705 141086
1325 1500 595323
495 3583 296289
524 2914 3108
1009 1600 902478
1347 1968 487400
3380 3897 534358
683 3647 985186
3542 3783 823302
2641 3388 960445
1345 2636 837733
74 2844 135057
2426 3398 43903
39 2949 610816
309 3147 104767
1625 2007 962735
1377 1904 454466
87 2586 862112
1273 2479 778246
575 2219 712886
1206 1372 278230
1279 3105 169073
1028 2514 247850
1066 2417 690799
564 1585 283459
2188 2353 549466
1440 3916 607721
2 3906 486658
1626 2370 61137
968 2552 875707
1854 3924 540912
436 3380 230542
1509 1894 23570
662 1711 248987
862 2247 393551
322 951 359738
2140 2742 184006
1861 2999 368007
519 1368 445985
2008 2335 208536
540 2067 132459
975 2979 571839
1874 2835 178084
545 1444 995097
1407 2783 633695
334 2080 198645
219 425 201738
431 2079 64736
438 2949 682455
957 2775 833141
3023 3312 229680
123 2354 183006
314 579 345840
2374 2398 998737
1156 1848 316143
1490 3543 130574
1914 2541 958792
279 2344 924870
1368 3133 548170
1908 3823 373478
965 1219 792853
1693 2997 347206
2004 2007 816136
756 3844 190509
2603 2933 235664
2146 3076 345153
1038 1650 395066
794 1668 85761
2016 3035 268894
2187 2858 906801
174 3665 724371
518 3170 370415
76 1525 900421
212 1721 525177
653 2721 239779
81 2386 194276
2082 3891 103665
2876 2958 653333
719 891 940719
1965 3077 615576
1118 3094 60101
1841 3611 987623
257 3687 581147
678 3898 219219
1855 2971 867872
1708 1987 392304
615 1598 890385
281 555 837260
1626 1966 674151
2685 3942 465579
1060 2614 68672
